employee_id,department,job_role,manager_id,manager_name,shift,hire_date,exit_date,employment_status,exit_reason,age,monthly_income_usd,overtime_flag,avg_monthly_overtime_hours,absenteeism_days_12m,job_satisfaction,work_life_balance,performance_rating,years_since_promotion,training_hours_12m,commute_distance_km,tenure_years,attrition
EMP0304,Maintenance,Maintenance Technician,MGR-M01,Do Tuan Kiet,Night,2022-03-10,,Active,,27,1383.0,Yes,25.6,1,2,4,3,2,18.9,5.0,3.81,No
EMP0305,Engineering,Automation Engineer,MGR-E01,Truong Minh Duc,Day,2019-11-04,2025-06-27,Exited,Compensation,31,2151.0,Yes,41.6,6,2,3,2,5,35.4,9.7,5.65,Yes
EMP0306,HR & Administration,Administrative Coordinator,MGR-H01,Luong Phuong Thao,Day,2018-11-23,2024-07-16,Exited,Performance,41,1209.0,No,5.5,8,1,3,2,6,26.5,26.5,5.65,Yes
EMP0307,Production,Line Leader,MGR-P04,Pham Hoang Duy,Day,2020-03-22,,Active,,52,1292.0,No,5.5,4,1,3,3,3,31.2,6.7,5.78,No
EMP0308,Production,Production Operator,MGR-P03,Le Thanh Cong,Day,2023-12-30,,Active,,51,958.0,Yes,17.6,16,3,3,4,2,52.8,18.6,2.0,No
EMP0309,Maintenance,Maintenance Technician,MGR-M01,Do Tuan Kiet,Night,2025-10-24,,Active,,41,1374.0,Yes,28.4,5,3,4,4,0,34.1,7.2,0.19,No
EMP0310,Production,Line Leader,MGR-P04,Pham Hoang Duy,Day,2021-01-03,2025-09-22,Exited,Better opportunity,25,1137.0,Yes,31.1,12,1,4,3,0,47.0,38.4,4.72,Yes
EMP0311,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Night,2020-03-18,,Active,,47,1156.0,No,4.5,3,5,4,3,2,42.5,24.7,5.79,No
EMP0312,Engineering,Automation Engineer,MGR-E01,Truong Minh Duc,Night,2023-11-08,,Active,,30,2002.0,No,2.3,10,4,4,3,1,11.7,5.7,2.15,No
EMP0313,Maintenance,Maintenance Technician,MGR-M01,Do Tuan Kiet,Rotating,2020-05-09,,Active,,34,1386.0,Yes,15.6,1,5,4,3,3,46.1,27.4,5.65,No
EMP0314,Production,Line Leader,MGR-P04,Pham Hoang Duy,Night,2019-01-10,,Active,,25,1129.0,No,6.4,14,2,3,3,3,7.9,6.5,6.97,No
EMP0315,Production,Line Leader,MGR-P04,Pham Hoang Duy,Rotating,2018-09-12,,Active,,45,1244.0,Yes,29.4,9,3,4,3,4,36.9,14.3,7.3,No
EMP0316,Engineering,Process Engineer,MGR-E03,Huynh Gia Han,Night,2018-08-07,,Active,,41,1965.0,No,9.2,8,3,3,3,2,15.0,19.7,7.4,No
EMP0317,Production,Production Technician,MGR-P03,Le Thanh Cong,Day,2020-02-09,,Active,,47,1128.0,Yes,27.1,3,4,3,3,5,41.9,20.1,5.89,No
EMP0318,Quality,Quality Technician,MGR-Q02,Bui Thanh Lan,Day,2018-10-16,,Active,,26,1350.0,Yes,35.9,15,4,3,3,5,25.8,29.4,7.21,No
EMP0319,Quality,Quality Engineer,MGR-Q02,Bui Thanh Lan,Night,2024-12-29,,Active,,52,1651.0,No,6.8,4,4,4,1,1,31.1,26.1,1.0,No
EMP0320,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2024-09-02,2025-05-21,Exited,Performance,25,902.0,Yes,41.0,4,4,3,3,1,40.6,32.4,0.71,Yes
EMP0321,Quality,Quality Engineer,MGR-Q02,Bui Thanh Lan,Day,2018-11-21,2024-06-01,Exited,Better opportunity,23,1496.0,Yes,24.7,9,2,4,3,4,24.2,9.9,5.53,Yes
EMP0322,Production,Line Leader,MGR-P03,Le Thanh Cong,Day,2022-05-22,2024-02-21,Exited,Personal reasons,38,1131.0,No,7.0,4,2,4,3,0,32.9,26.0,1.75,Yes
EMP0323,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2020-05-30,,Active,,50,1768.0,No,3.6,7,5,2,3,2,35.1,3.9,5.59,No
EMP0324,Quality,Quality Inspector,MGR-Q01,Vo Thu Ha,Rotating,2023-07-07,,Active,,26,1160.0,No,9.2,10,4,3,3,0,44.0,14.7,2.49,No
EMP0325,Supply Chain,Material Planner,MGR-S02,Dang Quang Huy,Day,2020-07-30,,Active,,44,1460.0,No,1.9,13,4,3,3,4,40.9,32.4,5.42,No
EMP0326,Production,Production Technician,MGR-P04,Pham Hoang Duy,Rotating,2019-10-10,,Active,,28,1038.0,No,4.6,10,4,5,4,0,13.9,18.5,6.23,No
EMP0327,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2018-09-21,,Active,,39,1374.0,No,3.6,8,3,2,2,6,10.0,33.1,7.28,No
EMP0328,Production,Production Operator,MGR-P03,Le Thanh Cong,Day,2018-02-27,2024-12-07,Exited,Better opportunity,27,792.0,Yes,23.2,4,2,4,3,4,25.5,12.2,6.78,Yes
EMP0329,Production,Line Leader,MGR-P03,Le Thanh Cong,Day,2019-02-03,,Active,,46,1188.0,No,8.4,2,4,3,3,0,26.7,25.3,6.91,No
EMP0330,Supply Chain,Warehouse Coordinator,MGR-S01,Phan Ngoc Mai,Day,2019-01-03,,Active,,48,1122.0,Yes,22.9,2,5,5,1,6,18.3,9.1,6.99,No
EMP0331,Production,Line Leader,MGR-P02,Tran Quoc Bao,Day,2018-03-22,,Active,,38,1149.0,No,6.2,8,4,4,3,0,25.8,5.4,7.78,No
EMP0332,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2023-10-28,2025-07-25,Exited,Performance,21,846.0,Yes,25.9,14,2,3,4,0,19.0,37.3,1.74,Yes
EMP0333,HR & Administration,Administrative Coordinator,MGR-H01,Luong Phuong Thao,Day,2021-07-25,,Active,,53,1159.0,No,3.9,3,3,4,4,4,35.5,3.6,4.44,No
EMP0334,Supply Chain,Logistics Analyst,MGR-S02,Dang Quang Huy,Day,2018-08-01,,Active,,51,1468.0,Yes,33.6,5,3,4,2,0,21.2,37.5,7.42,No
EMP0335,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2021-02-04,,Active,,35,1178.0,Yes,42.6,5,3,4,2,3,34.9,11.3,4.9,No
EMP0336,Production,Production Technician,MGR-P02,Tran Quoc Bao,Night,2019-12-31,2025-06-16,Exited,Better opportunity,37,1173.0,No,7.2,11,2,2,5,1,18.5,11.8,5.46,Yes
EMP0337,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2024-04-29,2024-07-03,Exited,Compensation,24,837.0,No,2.8,11,4,3,3,1,54.7,19.2,0.18,Yes
EMP0338,Production,Production Operator,MGR-P04,Pham Hoang Duy,Night,2024-08-31,,Active,,34,932.0,No,5.1,5,3,1,4,1,18.0,21.8,1.33,No
EMP0339,Production,Production Operator,MGR-P03,Le Thanh Cong,Rotating,2024-09-30,,Active,,31,783.0,Yes,31.3,11,4,3,3,1,24.1,14.1,1.25,No
EMP0340,Engineering,Automation Engineer,MGR-E03,Huynh Gia Han,Day,2018-11-21,,Active,,32,2513.0,No,2.3,4,4,4,3,5,8.5,9.2,7.11,No
EMP0341,Maintenance,Maintenance Technician,MGR-M01,Do Tuan Kiet,Day,2018-06-04,2025-10-23,Exited,Compensation,48,1517.0,No,6.4,15,5,3,4,4,50.2,13.2,7.39,Yes
EMP0342,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Night,2025-02-14,2025-07-23,Exited,Better opportunity,28,1165.0,No,1.2,5,3,3,5,0,38.1,31.0,0.44,Yes
EMP0343,Engineering,Process Engineer,MGR-E01,Truong Minh Duc,Day,2019-07-17,2025-12-19,Exited,Personal reasons,38,2253.0,No,1.7,4,3,3,3,2,24.9,24.0,6.43,Yes
EMP0344,Maintenance,Equipment Engineer,MGR-M01,Do Tuan Kiet,Night,2023-09-17,,Active,,46,1895.0,Yes,32.4,10,4,4,4,0,13.7,19.1,2.29,No
EMP0345,Supply Chain,Logistics Analyst,MGR-S01,Phan Ngoc Mai,Day,2025-04-16,,Active,,20,1478.0,Yes,28.5,2,3,5,4,0,27.5,12.5,0.71,No
EMP0346,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2024-04-05,,Active,,23,1476.0,No,8.1,12,2,5,1,1,19.6,27.9,1.74,No
EMP0347,Quality,Quality Engineer,MGR-Q01,Vo Thu Ha,Rotating,2021-10-08,2025-10-31,Exited,Better opportunity,26,1447.0,Yes,34.6,14,3,3,4,3,33.2,19.8,4.06,Yes
EMP0348,Production,Production Operator,MGR-P01,Nguyen Minh Anh,Rotating,2022-11-24,2025-10-01,Exited,Performance,45,849.0,No,0.6,11,1,1,3,3,22.8,14.7,2.85,Yes
EMP0349,Quality,Quality Technician,MGR-Q01,Vo Thu Ha,Day,2023-09-08,,Active,,45,1447.0,No,2.2,13,3,3,2,2,10.7,9.7,2.31,No
EMP0350,HR & Administration,HR Specialist,MGR-H01,Luong Phuong Thao,Day,2021-01-15,,Active,,41,1103.0,No,3.4,3,4,3,3,2,49.6,23.0,4.96,No
EMP0351,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2025-11-07,,Active,,22,1359.0,No,3.3,11,1,4,4,0,40.5,36.1,0.15,No
EMP0352,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Night,2025-11-04,,Active,,30,1743.0,Yes,29.9,6,4,4,3,0,22.4,23.4,0.16,No
EMP0353,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Rotating,2023-04-01,,Active,,39,1291.0,Yes,20.0,3,3,3,4,0,37.5,6.0,2.75,No
EMP0354,Production,Line Leader,MGR-P04,Pham Hoang Duy,Rotating,2023-12-28,,Active,,36,1102.0,No,2.9,7,2,3,3,1,11.8,21.0,2.01,No
EMP0355,Engineering,Automation Engineer,MGR-E03,Huynh Gia Han,Day,2021-12-29,,Active,,48,2120.0,No,3.4,9,4,3,2,3,22.5,6.7,4.01,No
EMP0356,Production,Line Leader,MGR-P02,Tran Quoc Bao,Night,2023-09-18,,Active,,22,1085.0,No,5.9,6,5,1,2,0,16.6,23.0,2.29,No
EMP0357,Supply Chain,Material Planner,MGR-S02,Dang Quang Huy,Rotating,2025-03-27,,Active,,51,1487.0,No,2.5,2,1,5,3,0,49.7,40.7,0.76,No
EMP0358,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2020-10-06,,Active,,25,1833.0,Yes,20.5,2,4,2,3,4,39.5,34.4,5.23,No
EMP0359,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2024-12-26,,Active,,25,1564.0,Yes,24.9,5,4,3,4,1,46.9,28.5,1.01,No
EMP0360,Production,Production Operator,MGR-P04,Pham Hoang Duy,Rotating,2025-05-14,,Active,,51,838.0,Yes,23.1,12,4,3,3,0,38.1,4.6,0.63,No
EMP0361,Maintenance,Maintenance Technician,MGR-M01,Do Tuan Kiet,Rotating,2020-12-15,,Active,,26,1590.0,No,5.6,14,4,3,4,1,37.4,8.7,5.04,No
EMP0362,Maintenance,Maintenance Technician,MGR-M01,Do Tuan Kiet,Day,2025-01-09,,Active,,51,1515.0,No,1.8,4,3,3,3,0,34.7,29.7,0.97,No
EMP0363,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2021-02-27,,Active,,50,1820.0,Yes,17.7,11,3,3,2,3,19.9,22.6,4.84,No
EMP0364,Quality,Quality Engineer,MGR-Q02,Bui Thanh Lan,Night,2021-07-05,,Active,,37,1650.0,Yes,30.1,9,1,3,4,1,25.1,12.2,4.49,No
EMP0365,HR & Administration,Payroll Specialist,MGR-H01,Luong Phuong Thao,Day,2020-05-08,,Active,,33,1267.0,No,2.0,6,2,2,3,4,14.9,4.1,5.65,No
EMP0366,Quality,Quality Engineer,MGR-Q01,Vo Thu Ha,Day,2022-02-19,,Active,,50,1838.0,Yes,18.2,10,1,1,2,0,29.5,2.8,3.86,No
EMP0367,Production,Line Leader,MGR-P03,Le Thanh Cong,Night,2022-04-01,,Active,,35,1283.0,Yes,15.4,5,2,1,4,1,25.3,13.8,3.75,No
EMP0368,Production,Line Leader,MGR-P03,Le Thanh Cong,Rotating,2019-12-22,,Active,,39,1317.0,No,3.9,4,4,5,4,5,45.0,12.3,6.03,No
EMP0369,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Day,2020-05-31,,Active,,49,1824.0,No,1.7,11,4,4,3,5,46.8,9.7,5.59,No
EMP0370,Quality,Quality Inspector,MGR-Q02,Bui Thanh Lan,Day,2021-03-16,,Active,,25,1380.0,No,8.3,4,2,3,3,1,21.7,19.3,4.79,No
EMP0371,Production,Production Technician,MGR-P04,Pham Hoang Duy,Rotating,2022-09-17,,Active,,23,1098.0,Yes,14.2,9,3,2,4,1,17.8,5.4,3.29,No
EMP0372,Engineering,Industrial Engineer,MGR-E01,Truong Minh Duc,Day,2019-12-16,,Active,,21,2138.0,No,5.2,5,4,2,4,4,27.9,36.0,6.04,No
EMP0373,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2018-06-02,,Active,,22,1071.0,No,5.2,3,4,3,2,6,48.0,8.0,7.58,No
EMP0374,Production,Production Operator,MGR-P02,Tran Quoc Bao,Rotating,2025-01-08,,Active,,23,950.0,No,4.5,7,3,5,4,0,35.0,24.5,0.98,No
EMP0375,HR & Administration,Administrative Coordinator,MGR-H01,Luong Phuong Thao,Day,2018-09-24,,Active,,50,1084.0,Yes,21.3,14,3,3,3,3,30.2,30.6,7.27,No
EMP0376,Engineering,Industrial Engineer,MGR-E01,Truong Minh Duc,Day,2024-01-09,2024-08-19,Exited,Relocation,46,1926.0,Yes,28.5,8,3,2,3,1,16.2,21.1,0.61,Yes
EMP0377,Production,Line Leader,MGR-P02,Tran Quoc Bao,Day,2018-05-05,,Active,,42,1269.0,Yes,22.8,3,3,4,3,4,31.4,6.7,7.66,No
EMP0378,Quality,Quality Inspector,MGR-Q01,Vo Thu Ha,Rotating,2021-09-28,,Active,,46,1259.0,No,3.3,3,5,4,3,2,48.3,10.8,4.26,No
EMP0379,Production,Production Technician,MGR-P03,Le Thanh Cong,Night,2024-03-27,2024-12-13,Exited,Relocation,35,1137.0,No,4.3,13,4,4,3,0,47.0,36.1,0.71,Yes
EMP0380,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2020-09-08,2024-06-20,Exited,Better opportunity,51,1027.0,No,6.0,4,3,5,3,2,36.1,11.2,3.78,Yes
EMP0381,Supply Chain,Material Planner,MGR-S02,Dang Quang Huy,Night,2025-06-06,,Active,,51,1310.0,No,5.2,2,4,3,3,0,17.4,16.8,0.57,No
EMP0382,Production,Production Operator,MGR-P03,Le Thanh Cong,Rotating,2021-02-09,,Active,,38,844.0,Yes,36.9,5,2,2,3,3,42.3,12.7,4.89,No
EMP0383,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Night,2022-08-15,,Active,,21,1396.0,No,4.2,14,4,3,3,2,32.2,32.6,3.38,No
EMP0384,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2022-03-12,2024-04-09,Exited,Work schedule,33,853.0,Yes,30.8,4,4,3,3,3,13.6,8.3,2.08,Yes
EMP0385,HR & Administration,Payroll Specialist,MGR-H01,Luong Phuong Thao,Day,2020-01-04,,Active,,34,1210.0,Yes,29.0,7,2,3,3,0,33.1,32.4,5.99,No
EMP0386,Engineering,Automation Engineer,MGR-E03,Huynh Gia Han,Day,2022-10-24,,Active,,52,2564.0,No,2.2,11,3,3,1,0,22.9,20.7,3.19,No
EMP0387,Engineering,Process Engineer,MGR-E01,Truong Minh Duc,Day,2023-08-04,,Active,,52,1808.0,No,4.5,0,4,4,4,1,9.4,17.3,2.41,No
EMP0388,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2019-06-21,,Active,,33,989.0,No,2.5,15,3,3,3,3,30.3,10.7,6.53,No
EMP0389,Quality,Quality Inspector,MGR-Q01,Vo Thu Ha,Night,2024-12-29,,Active,,50,1351.0,Yes,31.1,2,3,4,4,0,36.0,13.9,1.0,No
EMP0390,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2024-12-30,,Active,,45,1450.0,Yes,26.4,2,4,2,3,0,21.9,23.3,1.0,No
EMP0391,Production,Production Technician,MGR-P04,Pham Hoang Duy,Rotating,2025-05-12,,Active,,52,1171.0,Yes,31.6,2,4,2,3,0,30.2,33.2,0.64,No
EMP0392,Quality,Quality Inspector,MGR-Q02,Bui Thanh Lan,Day,2024-04-02,,Active,,52,1390.0,No,3.2,9,4,2,2,0,49.5,19.0,1.75,No
EMP0393,Production,Line Leader,MGR-P03,Le Thanh Cong,Night,2025-01-16,2025-05-20,Exited,Personal reasons,44,1205.0,Yes,30.1,2,2,2,3,0,38.1,30.2,0.34,Yes
EMP0394,Supply Chain,Logistics Analyst,MGR-S02,Dang Quang Huy,Day,2020-08-13,2024-12-23,Exited,Performance,45,1317.0,Yes,25.2,2,4,5,4,3,18.5,16.4,4.36,Yes
EMP0395,Finance,Accountant,MGR-F01,Mai Thanh Son,Day,2020-12-02,,Active,,49,1505.0,Yes,30.3,3,2,2,5,4,34.2,40.5,5.08,No
EMP0396,Maintenance,Facilities Technician,MGR-M01,Do Tuan Kiet,Night,2023-11-18,,Active,,30,1390.0,No,4.9,11,2,3,1,2,39.1,17.0,2.12,No
EMP0397,Production,Line Leader,MGR-P03,Le Thanh Cong,Day,2018-10-24,2024-02-24,Exited,Performance,44,1252.0,No,4.1,5,3,3,3,6,39.5,17.8,5.34,Yes
EMP0398,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Day,2021-01-14,,Active,,39,1860.0,No,4.3,4,4,1,4,1,25.4,6.8,4.96,No
EMP0399,Production,Line Leader,MGR-P03,Le Thanh Cong,Day,2022-12-24,,Active,,33,1265.0,Yes,18.7,7,1,5,3,1,21.9,11.1,3.02,No
EMP0400,HR & Administration,HR Specialist,MGR-H01,Luong Phuong Thao,Day,2018-12-20,,Active,,31,1202.0,Yes,38.9,4,3,1,4,3,29.6,9.6,7.03,No
EMP0401,Production,Line Leader,MGR-P04,Pham Hoang Duy,Day,2023-12-23,,Active,,50,1283.0,No,2.9,10,3,3,4,1,40.0,15.0,2.02,No
EMP0402,Quality,Quality Technician,MGR-Q02,Bui Thanh Lan,Night,2018-11-11,,Active,,43,1420.0,Yes,37.2,8,4,4,3,1,50.2,31.9,7.14,No
EMP0403,Production,Production Operator,MGR-P03,Le Thanh Cong,Day,2022-05-21,2025-09-16,Exited,Better opportunity,44,918.0,No,5.6,6,1,4,3,2,21.2,9.7,3.32,Yes
EMP0404,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Day,2018-08-27,,Active,,34,1486.0,No,0.6,4,4,1,3,4,28.7,11.7,7.35,No
EMP0405,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Night,2020-01-11,,Active,,37,1074.0,No,2.4,10,2,3,2,4,51.3,22.0,5.97,No
EMP0406,Production,Production Technician,MGR-P02,Tran Quoc Bao,Rotating,2021-09-20,,Active,,53,988.0,No,3.5,6,4,4,4,1,24.2,18.8,4.28,No
EMP0407,Finance,Cost Analyst,MGR-F01,Mai Thanh Son,Day,2023-10-17,,Active,,37,1834.0,No,2.8,12,5,3,5,0,9.6,17.2,2.21,No
EMP0408,Production,Production Technician,MGR-P04,Pham Hoang Duy,Day,2025-08-28,,Active,,39,1027.0,No,2.8,7,4,4,3,0,39.8,8.7,0.34,No
EMP0409,Production,Line Leader,MGR-P03,Le Thanh Cong,Day,2022-09-28,,Active,,47,1314.0,No,3.4,9,5,5,3,0,39.7,25.6,3.26,No
EMP0410,Production,Production Operator,MGR-P03,Le Thanh Cong,Day,2018-01-26,,Active,,40,794.0,No,1.6,8,3,5,3,1,40.4,30.9,7.93,No
EMP0411,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Day,2022-01-17,,Active,,30,1164.0,Yes,23.4,4,3,3,5,0,22.9,15.2,3.95,No
EMP0412,Production,Production Technician,MGR-P02,Tran Quoc Bao,Rotating,2020-01-25,2025-11-05,Exited,Career change,49,901.0,Yes,34.1,9,4,3,4,1,24.3,38.4,5.78,Yes
EMP0413,Maintenance,Facilities Technician,MGR-M02,Hoang Van Nam,Night,2021-01-06,,Active,,38,1277.0,Yes,26.3,7,4,3,2,0,26.2,21.1,4.98,No
EMP0414,Production,Line Leader,MGR-P01,Nguyen Minh Anh,Rotating,2020-11-08,,Active,,28,1348.0,No,4.3,4,1,2,4,0,35.2,17.2,5.14,No
EMP0415,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Day,2024-04-05,,Active,,45,2067.0,No,3.4,4,3,4,3,0,14.1,25.6,1.74,No
EMP0416,Supply Chain,Logistics Analyst,MGR-S02,Dang Quang Huy,Night,2024-03-19,,Active,,34,1388.0,Yes,21.5,3,4,4,4,0,45.0,17.3,1.79,No
EMP0417,Engineering,Automation Engineer,MGR-E01,Truong Minh Duc,Day,2021-01-06,,Active,,44,2446.0,No,7.2,6,2,4,3,1,35.4,27.1,4.98,No
EMP0418,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Day,2020-08-04,,Active,,35,1526.0,Yes,38.9,2,4,1,4,1,19.7,8.9,5.41,No
EMP0419,Production,Production Technician,MGR-P04,Pham Hoang Duy,Rotating,2025-10-25,,Active,,50,906.0,Yes,26.5,7,4,4,3,0,38.5,6.6,0.18,No
EMP0420,Supply Chain,Material Planner,MGR-S02,Dang Quang Huy,Day,2019-10-04,,Active,,47,1468.0,No,9.0,8,3,3,3,3,51.9,24.8,6.24,No
EMP0421,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Day,2019-06-21,,Active,,23,1625.0,No,6.4,4,4,2,5,0,23.3,20.5,6.53,No
EMP0422,Quality,Quality Technician,MGR-Q02,Bui Thanh Lan,Day,2025-10-23,,Active,,46,1388.0,Yes,26.7,3,4,5,4,0,47.7,12.4,0.19,No
EMP0423,Quality,Quality Technician,MGR-Q02,Bui Thanh Lan,Day,2024-12-23,,Active,,20,1459.0,No,1.9,4,3,3,2,0,34.0,8.0,1.02,No
EMP0424,Finance,Cost Analyst,MGR-F01,Mai Thanh Son,Day,2024-10-16,2025-01-13,Exited,Performance,40,1730.0,No,2.5,2,4,4,3,1,24.0,19.8,0.24,Yes
EMP0425,Production,Production Technician,MGR-P02,Tran Quoc Bao,Rotating,2021-11-23,,Active,,22,1138.0,Yes,21.6,5,2,3,3,2,50.6,10.4,4.1,No
EMP0426,Quality,Quality Inspector,MGR-Q01,Vo Thu Ha,Day,2022-05-11,,Active,,26,1355.0,No,8.6,5,2,5,5,0,29.9,23.0,3.64,No
EMP0427,Production,Production Technician,MGR-P03,Le Thanh Cong,Night,2019-09-17,,Active,,36,1049.0,No,2.0,5,3,3,3,6,55.9,40.6,6.29,No
EMP0428,Quality,Quality Engineer,MGR-Q02,Bui Thanh Lan,Day,2024-05-10,,Active,,20,1443.0,No,1.7,7,5,3,5,0,30.4,4.8,1.64,No
EMP0429,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2018-07-19,,Active,,51,845.0,No,8.5,12,3,3,3,6,22.2,10.6,7.45,No
EMP0430,Maintenance,Maintenance Technician,MGR-M02,Hoang Van Nam,Night,2022-03-18,2024-06-15,Exited,Better opportunity,28,1476.0,Yes,27.4,13,4,3,3,1,45.6,33.1,2.25,Yes
EMP0431,Finance,Accountant,MGR-F01,Mai Thanh Son,Day,2019-08-21,2024-01-18,Exited,Compensation,38,1342.0,No,0.9,12,3,3,2,0,29.4,29.2,4.41,Yes
EMP0432,Maintenance,Maintenance Technician,MGR-M01,Do Tuan Kiet,Day,2019-05-22,2024-02-04,Exited,Better opportunity,29,1314.0,No,6.9,7,1,2,4,6,38.7,21.1,4.71,Yes
EMP0433,Production,Production Technician,MGR-P01,Nguyen Minh Anh,Rotating,2025-03-15,,Active,,21,1069.0,No,5.8,12,2,3,5,0,20.5,17.2,0.8,No
EMP0434,Production,Production Operator,MGR-P03,Le Thanh Cong,Rotating,2018-03-21,,Active,,41,977.0,Yes,39.8,9,4,3,4,1,20.8,18.8,7.78,No
EMP0435,HR & Administration,Administrative Coordinator,MGR-H01,Luong Phuong Thao,Night,2022-09-12,,Active,,35,1214.0,No,8.2,2,4,3,3,3,22.9,16.4,3.3,No
EMP0436,HR & Administration,Administrative Coordinator,MGR-H01,Luong Phuong Thao,Day,2018-04-08,,Active,,34,1124.0,Yes,27.2,3,3,2,3,1,15.2,24.7,7.73,No
EMP0437,Production,Production Technician,MGR-P02,Tran Quoc Bao,Day,2020-10-28,,Active,,42,1136.0,Yes,25.9,5,3,3,3,1,43.2,23.6,5.17,No
EMP0438,Quality,Quality Engineer,MGR-Q02,Bui Thanh Lan,Night,2021-05-28,,Active,,42,1785.0,Yes,26.8,8,5,4,5,0,25.4,25.1,4.59,No
EMP0439,Engineering,Industrial Engineer,MGR-E01,Truong Minh Duc,Day,2020-12-14,,Active,,25,2090.0,No,3.6,4,2,4,3,1,17.3,12.8,5.05,No
EMP0440,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2023-06-12,,Active,,23,939.0,Yes,28.2,16,2,3,5,2,33.0,9.6,2.55,No
EMP0441,Production,Production Technician,MGR-P02,Tran Quoc Bao,Night,2023-09-13,,Active,,24,1037.0,No,2.4,4,3,5,2,1,31.1,16.1,2.3,No
EMP0442,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Night,2025-10-09,2025-12-18,Exited,Career change,25,2068.0,Yes,19.5,2,2,4,3,0,44.8,15.2,0.19,Yes
EMP0443,Production,Line Leader,MGR-P03,Le Thanh Cong,Rotating,2020-07-21,2024-11-26,Exited,Compensation,40,1355.0,Yes,21.3,0,4,5,2,1,40.8,15.5,4.35,Yes
EMP0444,Production,Line Leader,MGR-P03,Le Thanh Cong,Rotating,2023-04-20,2024-05-09,Exited,Work schedule,46,1135.0,Yes,25.4,2,2,1,4,1,41.7,13.5,1.05,Yes
EMP0445,Production,Line Leader,MGR-P04,Pham Hoang Duy,Night,2019-06-26,,Active,,40,1076.0,No,3.0,8,4,4,3,6,21.5,4.5,6.52,No
EMP0446,Finance,Cost Analyst,MGR-F01,Mai Thanh Son,Day,2021-07-18,,Active,,31,1634.0,No,3.4,7,3,3,2,0,30.6,31.7,4.45,No
EMP0447,HR & Administration,HR Specialist,MGR-H01,Luong Phuong Thao,Day,2025-01-20,,Active,,27,1091.0,No,2.6,6,4,3,4,0,39.6,6.0,0.94,No
EMP0448,Production,Line Leader,MGR-P02,Tran Quoc Bao,Rotating,2023-04-27,,Active,,46,1372.0,No,4.2,15,4,4,3,1,20.8,12.2,2.68,No
EMP0449,Engineering,Process Engineer,MGR-E03,Huynh Gia Han,Day,2024-07-01,,Active,,47,2118.0,Yes,32.6,3,2,5,4,0,5.3,37.2,1.5,No
EMP0450,Finance,Finance Specialist,MGR-F01,Mai Thanh Son,Day,2023-08-23,,Active,,46,1773.0,Yes,38.7,1,3,3,3,0,9.6,28.4,2.36,No
EMP0451,Production,Production Operator,MGR-P02,Tran Quoc Bao,Day,2018-12-06,,Active,,22,887.0,No,3.0,9,3,3,3,6,13.1,20.0,7.07,No
EMP0452,Maintenance,Equipment Engineer,MGR-M02,Hoang Van Nam,Day,2023-10-23,,Active,,52,1910.0,No,5.7,11,3,4,4,1,23.6,15.9,2.19,No
EMP0453,Production,Production Operator,MGR-P04,Pham Hoang Duy,Day,2022-10-08,2025-06-19,Exited,Compensation,31,986.0,No,6.8,6,3,3,4,2,37.7,16.7,2.7,Yes
EMP0454,Quality,Quality Inspector,MGR-Q02,Bui Thanh Lan,Day,2025-04-10,,Active,,38,1329.0,Yes,14.6,3,3,1,3,0,29.8,9.9,0.73,No
